serial_id,accFoundMonthIncome,accFundGroupConsumeFinanceCnt,accFundGroupScoreCardCreditHistoryShortPer,accFundGroupScoreCardCreditWhiteUserFlag,accFundGroupScoreCardInqyOrgLoanCard3m,accFundGroupScoreCardIsCrossProvinceBehaviorAccFound,accFundGroupScoreCardIsLargeAgeAccFound,accFundGroupScoreCardIsVillageLargeAccFound,accFundGroupScoreCardNotBankLoanAccountCntRatio,accFundGroupScoreCardPbcV2ScoreInfoScore,accFundGroupScoreCardShortTermLoanCntAfterAccFound,accFundGroupScoreCardStability,ageDelqScore,ageDelqex,amtUseRatioAccountAvg,amtUseRatioMax,amtUseRatioSum,amtuseratioaccountmax,balanceMax,balanceMaxR2,balanceMinR2,balanceSum,balanceavg1r2,balanceavgr2,balancemin1r2,balancesumr2,baseInfoCompanyNature,baseInfoEduLevel,baseInfoEduLevelScore,baseInfoMaritalStatus,baseInfoMaritalStatusScore,baseV0300000AddressIsConsistent,baseV03007MobileCnt,baseV04002SpsCerttype,baseV0500000AddressCnt,baseV0500004AddressCnt,baseV0500005AddressCnt,baseV0500007AddressCnt,baseV0500025AddressCnt,baseV0500034ResidenceTypeCnt,baseV0500041ResidenceTypeCnt,baseV05003ResdType,baseV05004ResdMtypeOwn,baseV05005ResdMtypeOth,baseV05007ResdTypeC1,baseV05011ResdTypeC5,baseV05017ResdTypeCna,baseV0600002Company,baseV0600003StartYearCnt,baseV0600005Industry
CR202411080010800000000125,,9,0,,0,15,0,0,,0,0,0,-3,50,0.0,0.0,0.0,,0,0,0,0,,,,,20,20,,20,,0,2,,4,3,1,417,3,2,2,1,2,1,2,0,0,4,-999,2
CR202411080010800000000255,,2,0,,0,15,0,0,,0,0,0,2,43,0.10395828214285716,0.54025,0.04282097,,162075,59579,0,223442,,,,,99,10,,10,,0,1,,4,3,1,466,3,2,1,1,2,0,1,0,0,4,-999,2
CR202411080010800000000390,,3,0,,0,,0,0,,0,0,0,0,34,0.8518199370588235,1.013345,0.34238319,,202669,202669,0,983961,,,,,99,20,,20,,0,2,,5,4,1,415,4,1,0,9,3,0,0,0,0,4,1042,3
CR202411080010800000001710,,3,0,,0,,0,0,20,0,0,0,0,28,0.2664852875,0.54,0.25685136,,108000,33787,0,179601,,,,,50,20,,20,,0,1,,5,4,1,514,4,1,0,2,2,1,0,1,0,4,-999,1
CR202411080010800000002900,,1,0,,0,15,0,0,,0,0,15,-3,47,0.3396848771428571,0.70115,0.22134113,,350575,53,0,546779,,,,,50,30,,30,,0,1,,4,2,1,1327,2,0,1,9,2,0,1,0,0,1,1407,1
CR202411080010800000003227,,1,0,,0,,0,0,5,0,0,15,-3,47,0.002476567058823529,0.01208,0.00168953,,604,604,0,967,,,,,10,30,,30,,0,1,,5,0,1,1395,2,0,1,7,2,0,2,0,0,4,-999,1
CR202411080010800000003596,,6,0,,0,15,0,0,,0,0,15,2,45,0.0,0.0,0.0,,0,0,0,0,,,,,99,30,,30,,1,2,20,5,4,1,346,4,1,1,1,2,1,1,0,0,4,-999,2
CR202411080010800000003741,,6,0,,0,15,0,0,20,0,0,0,0,35,0.6576681925,0.76086333,0.54624383,,228259,176638,0,950219,,,,,40,20,,20,,0,3,10,4,3,0,548,3,4,0,5,0,3,0,3,0,4,-999,1
CR202411080010800000003883,,1,0,,0,,0,0,,0,0,15,0,26,0.03472611833333333,0.11446,0.05774731,,11446,0,0,13446,,,,,99,30,,30,,0,1,,5,4,0,492,4,2,0,9,0,2,0,0,0,2,2868,1
CR202411080010800000004213,,22,0,,0,,0,0,,0,0,0,2,42,0.0,0.0,0.0,,0,0,0,0,,,,,50,20,,20,,0,3,10,5,4,1,352,4,2,0,9,2,0,0,0,0,3,7251,1
CR202411080010800000004766,,92,0,,0,,0,0,,0,0,15,0,28,0.1639453125,0.11171147,0.0195595,,4197,0,0,4197,,,,,20,30,,30,,0,1,,4,3,1,546,3,2,1,9,1,0,1,0,0,4,-999,1
CR202411080010800000005018,,1,0,,0,,0,0,,0,0,0,6,36,0.8034724392857143,1.0,0.71417542,,300000,95750,0,1226597,,,,,99,20,,20,,0,2,10,5,4,1,274,4,2,1,2,2,1,1,1,0,3,-999,0
CR202411080010800000006087,,6,0,,0,15,0,0,5,0,0,0,0,32,0.5,1.0,0.26956163,,208600,0,0,208600,,,,,99,20,,20,,0,2,,5,4,0,368,4,1,0,7,0,0,0,0,0,4,-999,2
CR202411080010800000006950,,12,0,,0,30,0,0,5,0,0,15,-3,47,0.4492006274074074,0.375,0.21119019,,300000,221873,0,1581152,,,,,99,20,,20,,0,3,,4,3,1,156,3,5,1,2,2,0,1,0,0,4,-999,1
CR202411080010800000008603,,1,0,,0,,0,0,,0,0,15,0,31,0.11251666666666667,0.6751,0.27577614,,33755,33755,0,33755,,,,,99,91,,91,,0,2,,5,0,1,1449,2,0,1,3,1,1,1,0,0,3,-999,2
CR202411080010800000008680,,0,0,,0,15,0,0,20,0,0,0,6,36,0.02684518,0.03733333,0.01150177,,1792,1792,0,2499,,,,,99,20,,20,,0,3,,5,1,1,1208,3,1,1,1,3,0,1,0,0,4,-999,2
CR202411080010800000008817,,4,0,,0,,0,0,,0,0,0,0,33,0.31627395666666663,1.0,0.21091235,,200000,32607,0,540894,,,,,99,20,,20,,0,2,,5,4,1,330,4,3,2,1,2,0,2,0,0,4,-999,1
CR202411080010800000009423,,3,0,,0,,0,0,20,0,0,15,2,44,0.0,0.0,0.0,,0,0,0,0,,,,,99,40,,40,,0,4,,5,0,1,3101,0,0,0,1,1,0,1,0,0,3,5790,1
CR202411080010800000009529,,0,0,,0,,0,0,,0,0,15,-3,50,4.761428571428572E-6,1.0E-5,2.19E-6,,1,1,0,1,,,,,50,40,,40,,0,1,,5,0,1,1458,0,0,0,7,3,0,2,0,0,4,3234,2
CR202411080010800000009815,,3,0,,0,15,0,0,,0,0,15,2,42,2.807872281764706,0.68926277,0.25728059,,94429,8701,0,146396,,,,,40,40,,40,,1,2,,4,0,1,1280,2,0,0,11,2,0,0,0,0,2,-999,2
CR202411080010800000009944,,1,0,,0,,0,0,,0,0,15,2,41,0.38121485,0.98814229,0.74002385,,250000,11364,0,434468,,,,,99,30,,30,,0,3,,5,2,1,956,4,2,3,9,3,0,3,0,0,3,-999,2
CR202405220010800000001296,,1,0,,0,15,0,0,,0,0,15,-3,50,0.17325506000000002,0.66666667,0.1514154,,80000,19745,0,116691,,,,,99,30,,30,,0,2,,4,3,1,708,3,1,3,1,3,0,3,0,0,4,-999,1
CR202405220010800000001999,,1,0,,0,,0,0,,0,0,15,6,37,0.5105573983333334,0.729915,0.66058806,,145983,77772,0,448209,,,,,40,40,,40,,0,4,,4,3,0,644,3,0,0,9,0,1,0,0,0,4,-999,1
CR202405220010800000002031,,0,0,,0,,0,0,,0,0,15,2,43,0.34293662523809526,0.54,0.18454551,,81000,79050,0,458364,,,,,99,30,,30,,0,3,,5,4,0,504,4,3,0,9,0,1,0,0,0,4,1603,2
CR202405220010800000002453,,1,0,,0,,0,0,20,0,0,15,2,42,0.18666666666666668,0.00127273,0.00107486,,56,0,0,56,,,,,40,30,,30,,0,2,,4,1,1,1996,2,1,1,5,3,1,2,1,0,2,-999,2
CR202405220010800000003402,,0,0,,0,,0,0,,0,0,15,6,37,0.20726895399999998,0.81522222,0.40335182,,102718,0,0,123082,,,,,40,40,,40,,0,2,,3,1,1,883,2,0,0,9,1,0,0,0,0,0,-999,0
CR202405220010800000003868,,2,0,,0,,0,0,,0,0,15,2,43,0.46066632454545453,0.1783877,0.093854,,19973,19973,0,43120,,,,,40,40,,40,,0,2,,4,3,1,261,3,2,0,3,1,1,0,0,0,4,-999,4
CR202405220010800000004097,,0,0,,0,,0,0,,0,0,15,0,32,,,,,,,,,,,,,,30,,30,,0,1,10,1,0,1,380,0,0,1,1,1,0,1,0,0,-999,-999,-999
CR202405220010800000004790,,12,0,,0,,0,0,,0,0,15,6,36,0.466198388,0.27258929,0.06863637,,15265,15265,0,41065,,,,,50,30,,30,,0,1,,3,1,1,1179,2,0,1,5,1,1,1,1,0,4,5255,3
CR202405220010800000004902,,2,0,,0,,0,0,20,0,0,15,6,36,0.5537809083333334,0.536355,0.37583051,,107271,107271,0,166305,,,,,99,30,,30,,0,2,10,4,2,0,1079,3,2,0,9,0,1,0,0,0,2,-999,1
CR202405220010800000005693,,1,0,,0,,0,0,,0,0,0,2,42,0.298674498,0.434035,0.36915772,,86807,86807,0,220018,,,,,99,20,,20,,0,3,,5,2,1,1709,3,2,1,3,1,3,1,0,0,4,5255,2
CR202405220010800000005808,,1,0,,0,,0,0,,0,0,15,2,43,0.1280811075,0.625,0.26160825,,50000,100,0,50752,,,,,20,30,,30,,0,1,,5,2,0,2526,2,1,0,9,0,0,0,0,0,3,-999,0
CR202405220010800000006206,,1,0,,0,,0,0,20,0,0,0,2,42,0.09930370333333333,0.59582222,0.2243682,,26812,26812,0,26812,,,,,99,10,,10,,0,2,,4,2,0,5914,2,2,0,9,0,1,0,1,0,3,-999,2
CR202405220010800000006941,,2,0,,0,,0,0,,0,0,30,6,38,0.67944166625,1.00412,0.39073432,,200824,200824,0,350391,,,,,40,40,,40,,0,2,,4,3,1,332,3,2,1,2,2,0,1,0,0,4,-999,2
CR202405220010800000007564,,0,0,,0,,0,0,,0,0,15,6,36,0.26183835947368417,0.33,0.34360715,,49500,35007,0,130714,,,,,99,40,,40,,0,3,,5,0,0,1080,4,1,0,9,0,1,0,1,0,4,-999,2
CR202405220010800000009019,,0,0,,0,,0,0,,0,0,15,0,29,0.0,0.0,0.0,,0,0,0,0,,,,,,30,,30,,0,1,,1,0,0,57,0,1,0,9,0,0,0,0,0,-999,-999,-999
CR202404020010800000000086,,33,0,,0,,0,0,20,0,0,15,0,35,0.2370773242857143,0.65970256,0.17723451,,64321,0,0,81038,,,,,99,30,,30,,0,3,,5,0,1,3445,1,0,0,9,1,0,0,0,0,3,-999,1
CR202404020010800000001125,,1,0,,0,,0,0,,0,0,0,-11,24,0.37197875941176467,0.0623,0.11302908,,1869,0,0,10444,,,,,99,20,,20,,1,1,,2,0,0,2269,0,0,0,9,0,0,0,0,0,0,-999,0
CR202404020010800000001758,,5,0,,0,,0,0,20,0,0,15,-11,55,0.009123085555555556,0.00266176,0.00293547,,362,362,0,787,,,,,40,30,,30,,0,1,,4,3,1,288,3,0,1,2,2,0,1,0,0,3,-999,2
CR202404020010800000002700,,0,0,,0,,0,0,,0,0,15,-3,49,0.012,0.002,0.00104348,,120,120,120,120,,,,,50,60,,60,,1,1,,3,0,1,1054,2,0,1,9,2,2,1,0,0,2,-999,2
CR202404020010800000002754,,0,0,,0,,0,0,,0,0,15,-3,49,,,,,,,,,,,,,,91,,91,,0,2,10,2,0,1,3431,0,0,1,1,1,0,1,0,0,-999,-999,-999
CR202404020010800000003012,,1,0,,0,,0,0,,0,0,15,-3,48,0.26484375,1.0,0.31874235,,150000,,,150950,,,,,,91,,91,,1,1,,2,1,0,450,1,0,0,9,0,0,0,0,0,-999,-999,-999
CR202404020010800000003514,,4,0,,0,,0,0,,0,0,15,-11,51,0.2840434783333333,0.97826087,0.35757353,,9000,0,0,9726,,,,,99,91,,91,,0,1,10,3,1,1,3599,1,2,0,7,1,0,1,0,0,1,-999,0
CR202404020010800000003914,,1,0,,0,,0,0,20,0,0,15,6,37,0.29909583333333334,0.1779375,0.21759307,,28470,28470,28470,55236,,,,,99,30,,30,,0,1,,2,0,1,2856,0,0,1,1,2,1,2,0,0,1,-999,0
CR202404020010800000004109,,0,0,,0,,0,0,,0,0,15,-11,54,0.0,0.0,0.0,,0,0,0,0,,,,,99,30,,30,,0,2,,5,3,1,888,4,4,0,9,1,0,0,0,0,1,6666,1
CR202404020010800000004127,,6,0,,0,,0,0,20,0,0,15,-3,48,0.2150318175,0.84022727,0.09324517,,18485,199,199,18684,,,,,50,30,,30,,0,2,,5,3,1,798,4,1,1,9,1,1,1,1,0,4,-999,2
CR202404020010800000004472,,1,0,,0,,0,0,,0,0,15,2,42,0.468263069375,0.94615663,0.50519431,,78531,78531,0,213192,,,,,50,40,,40,,0,1,10,5,2,0,818,4,0,0,5,0,1,0,1,0,3,-999,2
CR202404020010800000005783,,1,0,,0,,0,0,20,0,0,15,-3,49,0.5439371066666666,0.92781132,0.85732203,,49174,0,0,50582,,,,,,90,,90,,0,1,,2,1,0,101,1,2,0,9,0,0,0,0,0,-999,-999,-999
CR202404020010800000006070,,0,0,,0,,0,0,,0,0,30,-11,52,0.5080111533333334,0.67751923,0.62083268,,35231,35231,0,82626,,,,,40,30,,30,,0,2,,5,0,1,2776,2,0,3,1,4,0,4,0,0,3,10684,2
CR202404020010800000006311,,0,0,,0,,0,0,,0,0,15,-3,49,0.0,0.0,0.0,,0,0,0,0,,,,,99,90,,90,,0,1,,1,0,0,1490,0,0,0,9,0,0,0,0,0,0,-999,0
CR202404020010800000006735,,2,0,,0,,0,0,,0,0,15,6,38,0.369465292,0.89641948,0.86698813,,239344,0,0,321122,,,,,99,30,,30,,0,3,,4,1,1,1557,2,2,0,9,1,1,1,0,0,4,-999,1
CR202404020010800000008036,,1,0,,0,,0,0,20,0,0,15,0,32,0.0,0.0,0.0,,0,0,0,0,,,,,99,30,,30,,0,2,,5,0,1,3376,1,0,1,9,1,1,1,0,0,2,4109,2
CR202404020010800000008389,,0,0,,0,,0,0,,0,0,15,6,38,,,,,,,,,,,,,99,91,,91,,0,1,,1,0,0,1850,0,0,0,7,0,0,0,0,0,0,4840,0
CR202404020010800000009116,,0,0,,0,,0,0,20,0,0,15,-11,22,0.0,0.0,0.0,,0,,,0,,,,,,,,,,0,1,,0,0,0,-999,0,0,0,,0,0,0,0,1,-999,-999,-999
CR202404020010800000009398,,1,0,,0,,0,0,,0,0,15,2,42,0.999,0.1665,0.12624795,,999,,,999,,,,,99,90,,90,,0,1,,5,0,1,5232,0,0,0,9,2,1,2,0,0,2,6301,1
CR202404020010800000009465,,1,0,,0,,0,0,,0,0,0,0,30,0.0,0.0,0.0,,0,0,0,0,,,,,20,10,,10,,0,2,,4,2,1,1525,2,1,1,5,2,1,2,1,0,1,3014,1
CR202404020010800000009767,,1,0,,0,,0,0,20,0,0,15,0,27,0.34661111,0.5685,0.38821053,,2274,2274,1414,3688,,,,,50,30,,30,,0,2,,4,2,0,2372,2,2,0,9,0,0,0,0,0,2,-999,1
CR202404020010800000009788,,5,0,,0,,0,0,20,0,0,30,6,40,0.199883334,0.85492857,0.20975243,,11969,11969,0,11997,,,,,50,30,,30,,0,1,,4,3,1,628,3,1,0,9,1,0,0,0,0,4,-999,2
CR202404020010800000010439,,0,0,,0,,0,0,,0,0,15,0,35,0.22737241400000002,0.93686207,0.60254545,,54338,0,0,56338,,,,,99,30,,30,,0,1,10,5,1,0,3077,1,1,0,9,0,0,0,0,0,4,2283,2
CR202404020010800000011729,,1,0,,0,,0,0,,0,0,15,-11,53,0.417873095,0.73991333,0.34924483,,110987,,,187300,,,,,99,91,,91,,0,1,,2,0,1,4472,0,1,0,9,1,0,1,0,0,0,5570,0
CR202404020010800000012138,,8,0,,0,,0,0,,0,0,0,6,38,0.10612413777777778,0.2777,0.13658397,,55540,55540,0,161849,,,,,40,20,,20,,0,5,,3,0,1,975,2,0,1,11,3,0,1,0,0,4,-999,3
CR202404020010800000012436,,1,0,,0,,0,0,,0,0,0,0,33,0.4450465057142857,0.87265823,0.18177144,,172350,36679,0,223055,,,,,99,20,,20,,0,3,,4,0,1,1011,3,0,1,2,3,1,1,1,0,2,2283,1
CR202404020010800000012693,,2,0,,0,,0,0,,0,0,15,2,45,0.34705416666666666,0.4931625,0.30392183,,39453,,,45226,,,,,,91,,91,,1,1,10,2,0,0,4723,0,0,0,9,0,0,0,0,0,-999,-999,-999
CR202404020010800000014152,,0,0,,0,,0,0,,0,0,0,2,44,0.199962712,0.99991045,0.32957926,,66994,66994,0,126977,,,,,99,20,,20,,0,3,,5,0,1,980,4,0,2,7,2,0,2,0,0,4,-999,2
CR202404020010800000014748,,2,0,,0,,0,0,,0,0,15,0,30,0.6598787878571429,1.0,0.54244512,,200000,0,0,303932,,,,,99,30,,30,,0,2,10,3,0,1,1110,1,1,2,1,4,0,3,0,0,1,-999,1
CR202404020010800000015362,,1,0,,0,,0,0,20,0,0,15,6,38,0.24221313625000002,0.27060177,0.15170326,,30578,17827,0,88563,,,,,99,30,,30,,0,4,,4,3,1,755,3,0,2,9,2,0,2,0,0,4,-999,1
CR202404020010800000016354,,1,0,,0,,0,0,20,0,0,15,-3,49,0.5137482575,0.99832636,0.79270492,,23860,23860,0,29013,,,,,50,30,,30,,0,1,,2,1,0,342,1,0,0,7,0,0,0,0,0,0,-999,0
CR202404020010800000017032,,6,0,,0,,0,0,,0,0,0,0,30,0.312235765,0.89481818,0.52689658,,196860,12620,12620,222216,,,,,99,20,,20,,0,4,,4,2,1,1059,3,0,1,7,4,0,1,0,0,3,3743,2
CR202408020010800000000297,,2,0,,0,,0,0,,0,0,15,-3,46,0.35709831833333333,0.6,0.14301569,,120000,0,0,180666,,,,,99,90,,90,,0,2,,1,0,1,815,0,0,2,7,2,0,2,0,0,1,-999,0
CR202408020010800000000523,,0,0,,0,,0,0,,0,0,15,6,37,0.502662735,0.44,0.20984154,,198000,3625,0,465848,,,,,99,30,,30,,0,1,,3,2,1,1478,2,0,0,9,2,0,1,0,0,3,-999,1
CR202408020010800000001217,,1,0,,0,15,0,0,,0,0,0,-11,51,0.35758076947368417,0.98861594,0.82118017,,660000,134524,0,2024972,,,,,10,20,,20,,0,2,,5,4,1,354,4,1,3,2,4,0,3,0,0,3,-999,2
CR202408020010800000002399,,1,0,,0,,0,0,,0,0,0,-11,54,0.08798397555555555,0.82730924,0.12400036,,412000,25323,0,638443,,,,,40,20,,20,,0,3,10,5,4,1,709,4,0,2,9,2,0,2,0,0,4,-999,2
CR202408020010800000002495,,2,0,,0,15,0,0,,0,0,15,2,42,0.36566959909090907,1.0,0.42557452,,300000,2080,0,510080,,,,,99,60,,60,,0,1,,4,3,1,266,3,2,0,9,2,0,0,0,0,3,-999,1
CR202408020010800000002527,,0,0,,0,,0,0,,0,0,0,-11,51,0.0,0.0,0.0,,0,0,0,0,,,,,40,20,,20,,1,2,,5,0,1,5960,0,0,1,1,3,0,3,0,0,3,-999,1
CR202408020010800000003383,,1,0,,0,15,0,0,,0,0,15,0,31,0.5571254554545454,1.0,0.35846239,,300000,47017,0,492109,,,,,50,30,,30,,0,1,10,5,1,0,1048,4,0,0,9,0,0,0,0,0,3,-999,2
CR202408020010800000003949,,1,0,,0,,0,0,,0,0,15,-3,46,0.494744878,0.658465,0.57300416,,131693,43915,0,275615,,,,,40,30,,30,,0,2,,5,2,1,1182,3,3,1,7,2,0,1,0,0,4,-999,2
CR202408020010800000004078,,2,0,,0,,0,0,,0,0,15,0,34,0.0020544,0.00642,9.6979E-4,,642,0,0,642,,,,,99,99,,99,,0,1,,5,2,1,1321,2,2,0,9,1,1,1,1,0,1,-999,0
CR202408020010800000004216,,0,0,,0,,0,0,,0,0,0,0,33,0.093578193,0.12345679,0.06816889,,30000,24650,0,56938,,,,,40,20,,20,,0,3,10,5,0,1,1182,2,1,0,5,2,3,1,2,0,4,3866,3
CR202408020010800000004485,,0,0,,0,,0,0,,0,0,15,0,29,2.5401828442857144,1.85967717,0.86145463,,236179,236179,0,458293,,,,,99,40,,40,,0,4,10,5,4,1,713,4,2,0,2,1,0,0,0,0,4,-999,2
CR202408020010800000004603,,1,0,,0,,0,0,,0,0,15,2,43,0.33288421,0.40153684,0.50555281,,38146,0,0,72699,,,,,99,91,,91,,0,1,10,2,0,1,4206,0,1,1,1,2,0,2,0,0,1,-999,0
CR202408020010800000005288,,1,0,,0,,0,0,,0,0,15,-3,47,0.093642583125,1.00269643,0.19678939,,112302,112302,0,121496,,,,,99,30,,30,,0,1,,5,4,0,484,4,1,0,9,0,0,0,0,0,4,-999,2
CR202408020010800000006240,,0,0,,0,,0,0,,0,0,0,6,40,0.31876972625,0.47642,0.15394085,,71463,71463,0,176060,,,,,50,20,,20,,0,1,,5,1,1,3504,2,0,1,3,3,2,1,0,0,4,-999,1
CR202408020010800000006574,,9,0,,0,15,0,0,0,0,0,15,0,33,0.6261395799999999,0.62375377,0.07852294,,124127,20106,5075,149308,,,,,99,30,,30,,0,2,,4,3,1,446,3,0,1,1,1,1,1,1,0,4,-999,1
CR202408020010800000006747,,9,0,,0,15,0,0,20,0,0,0,0,32,0.273357142,0.19144572,0.01878696,,38270,38270,0,38270,,,,,99,20,,20,,0,1,10,3,2,1,388,2,0,1,1,1,3,1,3,0,4,1675,2
CR202408020010800000009737,,22,0,,0,15,0,0,5,0,0,15,6,39,0.62596125,0.46057,0.31001333,,92114,89589,0,493655,,,,,30,30,,30,,0,2,,5,4,0,319,4,3,0,9,0,0,0,0,0,4,-999,2
CR202410240010800000001062,,6,0,,0,,0,0,20,0,0,15,6,39,0.2069575290909091,0.99332,0.24349337,,297996,25775,0,415388,,,,,10,30,,30,,0,2,,4,3,1,676,3,0,3,1,3,0,3,0,0,4,-999,2
CR202410240010800000001900,,4,0,,0,30,0,0,,0,0,0,2,45,0.14766711782608696,1.0,0.36713513,,3000000,229917,0,3383412,,,,,99,20,,20,,0,3,,5,4,0,314,4,1,0,9,0,1,0,0,0,4,7236,2
CR202410240010800000002728,,4,0,,0,15,0,0,,0,0,0,0,35,0.0502112745,0.37666667,0.03953112,,113000,184,0,113237,,,,,10,20,,20,,0,1,10,4,3,1,815,3,0,0,9,2,0,0,0,0,3,-999,1
CR202410240010800000003345,,1,0,,0,,0,0,,0,0,0,6,36,0.17896586818181817,0.75,0.16655679,,150000,13146,0,167757,,,,,99,20,,20,,0,1,,5,1,1,2610,2,0,0,11,2,1,0,0,0,2,-999,1
CR202410240010800000003643,,3,0,,0,,0,0,,0,0,15,-11,53,0.35777075666666663,0.66666667,0.44912727,,200000,13802,0,783772,,,,,99,30,,30,,0,1,,5,4,1,430,4,1,3,1,3,0,3,0,0,3,-999,3
CR202410240010800000003832,,18,0,,0,15,0,0,,0,0,0,0,30,,0.0,0.0,,0,0,0,0,,,,,30,20,,20,,0,3,,5,4,0,200,4,0,0,5,0,1,0,1,0,4,-999,1
CR202410240010800000003939,,2,0,,0,,0,0,,0,0,15,0,32,0.6688018428571428,1.0,0.33630218,,200000,0,0,211413,,,,,40,30,,30,,0,1,10,4,3,0,518,3,0,0,9,0,1,0,0,0,3,-999,1
CR202410240010800000004875,,5,0,,0,15,0,0,,0,0,0,-3,49,0.0,0.0,0.0,,0,0,0,0,,,,,50,20,,20,,0,2,,5,4,1,302,4,1,0,11,1,2,0,2,0,3,-999,1
CR202410240010800000005353,,0,0,,0,,0,0,,0,0,15,6,37,1.0717354175,0.81581667,0.75213725,,97898,55538,0,153436,,,,,40,30,,30,,0,2,10,4,1,0,1133,2,1,0,3,0,2,0,1,0,2,-999,1
CR202410240010800000007851,,4,0,,0,15,0,0,,0,0,15,-3,46,0.2544824051724138,0.55,0.2619894,,110000,36032,0,366230,,,,,50,60,,60,,0,4,10,4,3,1,414,3,3,0,9,1,0,0,0,0,4,-999,1
CR202410240010800000007934,,3,0,,0,,0,0,,0,0,0,6,40,0.1246244790909091,0.68,0.09617516,,170000,30270,0,454810,,,,,10,10,,10,,0,2,,5,3,1,922,4,0,1,2,3,0,1,0,0,4,5775,1
CR202410240010800000009012,,5,0,,0,15,0,0,,0,0,0,0,33,0.6437853585714286,1.0,0.38354538,,300000,101403,0,910414,,,,,99,20,,20,,0,2,,5,4,1,406,4,0,1,9,1,0,1,0,0,4,-999,3
CR202410240010800000009532,,0,0,,0,15,0,0,,0,0,0,2,42,0.40444278000000006,0.973245,0.4911964,,194649,2873,20,197542,,,,,99,20,,20,,0,2,10,5,2,0,1229,2,0,0,9,0,0,0,0,0,4,-999,1
CR202410240010800000009976,,1,0,,0,15,0,0,,0,0,0,2,41,0.17747775999999998,0.90512778,0.15020639,,162923,162923,0,1172758,,,,,50,20,,20,,0,4,,4,3,1,433,3,3,2,1,3,0,2,0,0,4,-999,4
CR202404260010800000000541,,2,0,,0,,0,0,,0,0,15,6,38,1.310823302,0.85486,0.83845379,,128229,51269,0,281370,,,,,40,30,,30,,0,1,10,5,4,1,305,4,4,0,5,1,1,0,1,0,4,-999,1
CR202404260010800000001140,,4,0,,0,,0,0,,0,0,15,-3,49,,,,,,,,,,,,,99,40,,40,,0,1,10,5,0,1,2365,0,0,1,1,3,0,3,0,0,4,-999,1
CR202404260010800000001495,,2,0,,0,,0,0,,0,0,15,-3,49,0.11725416666666666,0.487125,0.12959375,,11691,11691,0,12441,,,,,99,60,,60,,0,2,,4,2,1,924,3,0,1,11,3,0,1,0,0,2,-999,0
CR202404260010800000001510,,2,0,,0,,0,0,,0,0,0,2,41,0.3934159088571429,1.0,0.58894076,,100000,75266,0,459842,,,,,99,20,,20,,1,3,10,5,4,1,714,4,0,1,1,3,0,1,0,0,4,-999,1
CR202404260010800000001585,,14,0,,0,,0,0,5,0,0,0,0,30,0.64592259625,0.77906,0.21390683,,38953,,,62627,,,,,99,20,,20,,0,1,,4,1,0,739,3,0,0,9,0,1,0,0,0,4,-999,1
CR202404260010800000001727,,1,0,,0,,0,0,20,0,0,15,-11,24,0.0,0.0,0.0,,0,0,0,0,,,,,99,30,,30,,0,1,,1,0,1,330,0,0,0,11,1,1,0,0,0,1,-999,1
CR202404260010800000002676,,0,0,,0,,0,0,,0,0,0,-3,46,0.8110892140000001,1.111,0.906952,,37774,37774,0,113369,,,,,99,20,,20,,0,2,,5,1,1,1447,3,0,2,9,3,0,2,0,0,4,-999,2
CR202404260010800000003260,,2,0,,0,,0,0,,0,0,15,6,40,0.99977273,0.99977273,0.37372565,,13197,,,13197,,,,,99,30,,30,,0,3,,5,0,1,4355,0,0,0,4,2,2,2,0,0,3,-999,2
CR202404260010800000004247,,9,0,,0,,0,0,20,0,0,15,0,31,0.3027556876923077,0.5404375,0.16990405,,17294,17294,0,67308,,,,,50,60,,60,,0,1,,5,1,0,982,4,1,0,9,0,1,0,0,0,1,3038,0
CR202404260010800000005479,,1,0,,0,,0,0,20,0,0,15,-3,49,0.08276030777777778,0.65901,0.21417414,,131802,0,0,168370,,,,,30,30,,30,,0,2,,3,2,1,495,2,2,3,1,3,0,3,0,0,3,-999,1
CR202404260010800000005614,,7,0,,0,,0,0,20,0,0,0,0,27,0.566966274,0.625,0.35440482,,53125,29122,0,106342,,,,,40,20,,20,,0,3,,5,3,1,1064,4,1,1,9,3,0,1,0,0,4,-999,1
CR202404260010800000006245,,2,0,,0,,0,0,20,0,0,15,2,41,0.15230727928571428,0.57019608,0.26643191,,72700,0,0,179018,,,,,99,91,,91,,0,1,,5,4,1,657,4,1,1,9,1,0,1,0,0,4,4133,2
CR202404260010800000006793,,3,0,,0,,0,0,5,0,0,15,6,37,0.13930101466666667,0.11210884,0.07136376,,15656,15656,0,42552,,,,,99,60,,60,,0,3,,4,3,1,425,3,4,1,9,1,1,1,0,0,4,-999,2
CR202404260010800000006877,,2,0,,0,,0,0,20,0,0,15,0,35,0.497740385,0.6902,0.40759843,,10353,,,10353,,,,,,,,,,0,1,,1,0,0,291,0,0,0,7,0,0,0,0,0,-999,-999,-999
CR202404260010800000007044,,3,0,,0,,0,0,,0,0,15,6,39,0.0,0.0,0.0,,0,,,0,,,,,50,30,,30,,0,1,10,5,1,0,2620,1,1,0,9,0,1,0,1,0,1,-999,0
CR202404260010800000007242,,1,0,,0,,0,0,,0,0,15,0,28,0.0685,0.01116848,0.00260468,,411,0,0,411,,,,,50,30,,30,,0,1,,5,2,0,1068,4,0,0,9,0,0,0,0,0,1,-999,0
